2.3166666666666633,lose
5.18333333333332,lose
5.166666666666654,lose
1.8999999999999981,lose
2.066666666666664,lose
4.266666666666657,lose
1.7499999999999987,lose
2.533333333333329,lose
1.9833333333333312,lose
2.28333333333333,lose
3.5499999999999923,win
1.483333333333333,lose
16.666666666667002,lose
1.9166666666666647,lose
2.0999999999999974,lose
3.683333333333325,lose
1.9999999999999978,lose
6.049999999999984,lose
9.366666666666712,lose
10.966666666666791,lose
5.633333333333319,lose
3.683333333333325,win
4.416666666666656,lose
2.4833333333333294,win
2.3499999999999965,lose
5.916666666666651,lose
4.333333333333323,lose
6.899999999999981,win
1.949999999999998,win
4.049999999999991,lose
2.3999999999999964,win
2.2333333333333303,lose
3.9166666666666576,lose
7.4666666666666455,lose
0.016666666666666666,lose
4.016666666666658,lose
7.183333333333313,lose
2.166666666666664,lose
2.1499999999999972,lose
7.349999999999979,lose
3.949999999999991,lose
2.3833333333333298,lose
2.799999999999995,lose
2.1333333333333306,lose
6.499999999999982,lose
6.433333333333316,lose
6.883333333333314,lose
2.533333333333329,lose
7.816666666666644,lose
4.933333333333321,lose
4.216666666666657,lose
2.499999999999996,win
2.933333333333328,win
8.11666666666665,win
2.416666666666663,win
1.5833333333333326,lose
9.05000000000003,lose
1.6333333333333324,win
1.866666666666665,win
2.8166666666666615,lose
4.499999999999989,win
1.6333333333333324,win
2.416666666666663,win
4.583333333333322,lose
2.4833333333333294,lose
37.19999999999917,win
7.14999999999998,lose
2.3499999999999965,lose
6.2333333333333165,lose
22.216666666666686,win
2.799999999999995,lose
30.56666666666621,lose
2.3999999999999964,lose
8.166666666666652,lose
25.299999999999844,lose
17.850000000000268,lose
2.083333333333331,lose
6.916666666666647,lose
2.2333333333333303,lose
26.749999999999762,lose
6.5333333333333155,lose
30.399999999999554,lose
60.233333333331196,lose
20.83333333333343,lose
2.3499999999999965,lose
11.450000000000149,lose
11.183333333333469,lose
22.716666666666658,lose
14.23333333333362,lose
6.6999999999999815,lose
2.449999999999996,lose
7.966666666666644,lose
2.416666666666663,lose
1.566666666666666,lose
11.483333333333483,lose
5.3833333333333195,lose
16.650000000000336,lose
9.516666666666719,lose
4.666666666666655,lose
4.766666666666655,lose
6.883333333333314,lose
6.2333333333333165,lose
11.500000000000151,lose
2.5999999999999956,lose
5.499999999999986,lose
7.599999999999978,lose
6.449999999999982,lose
2.4333333333333296,lose
4.34999999999999,lose
10.483333333333434,lose
2.9999999999999942,lose
6.21666666666665,lose
25.133333333333187,lose
0.5333333333333333,lose
1.2500000000000004,lose
5.466666666666653,lose
